"","am_sid","sciname"
"5062","Fis-23686","Opisthopterus tardoore"
"5063","Fis-23704","Orthopristis ruber"
"5064","Fis-23705","Osmerus eperlanus"
"5065","Fis-23706","Osteogeneiosus militaris"
"5066","Fis-23707","Pagrus pagrus"
"5067","Fis-23708","Parablennius sanguinolentus"
"5068","Fis-23709","Parablennius tentacularis"
"5069","Fis-23710","Paralichthys dentatus"
"5070","Fis-23711","Paralichthys olivaceus"
"5071","Fis-23712","Paralonchurus brasiliensis"
"5072","Fis-23713","Paranthias furcifer"
"5073","Fis-23714","Parastromateus niger"
"5074","Fis-23715","Parexocoetus brachypterus"
"5075","Fis-23716","Parophidion vassali"
"5076","Fis-23717","Pegusa lascaris"
"5077","Fis-23719","Pellona harroweri"
"5078","Fis-23720","Peristedion cataphractum"
"5079","Fis-23722","Phycis blennoides"
"5080","Fis-23723","Phycis phycis"
"5081","Fis-23725","Platichthys flesus"
"5082","Fis-23726","Platybelone argalus platyura"
"5083","Fis-23727","Pliosteostoma lutipinnis"
"5084","Fis-23728","Pollachius virens"
"5085","Fis-23729","Polydactylus octonemus"
"5086","Fis-23730","Polydactylus oligodon"
"5087","Fis-23731","Polydactylus virginicus"
"5088","Fis-23732","Pomacanthus arcuatus"
"5089","Fis-23733","Pomacanthus paru"
"5091","Fis-23735","Pomadasys crocro"
"5092","Fis-23736","Pomatoschistus microps"
"5093","Fis-23737","Pomatoschistus minutus"
"5094","Fis-23738","Pomatoschistus norvegicus"
"5095","Fis-23739","Pomatoschistus pictus"
"5096","Fis-23742","Heteropriacanthus cruentatus"
"5097","Fis-23743","Prionotus carolinus"
"5098","Fis-23744","Prionotus evolans"
"5099","Fis-23745","Prionotus punctatus"
"5100","Fis-23746","Prognichthys gibbifrons"
"5101","Fis-23749","Pseudocaranx dentex"
"5102","Fis-23750","Pseudocaranx wrighti"
"5103","Fis-23751","Pseudorhombus arsius"
"5104","Fis-23752","Pseudorhombus javanicus"
"5105","Fis-23753","Pseudorhombus triocellatus"
"5106","Fis-23754","Pseudupeneus maculatus"
"5107","Fis-23755","Ramnogaster arcuata"
"5108","Fis-23757","Raniceps raninus"
"5109","Fis-23758","Ranzania laevis"
"5110","Fis-23759","Remora remora"
"5111","Fis-23764","Rypticus saponaceus"
"5112","Fis-23765","Sardina pilchardus"
"5113","Fis-23766","Sardinella albella"
"5114","Fis-23768","Sardinella brasiliensis"
"5115","Fis-23769","Sardinella fijiense"
"5116","Fis-23770","Sardinella fimbriata"
"5117","Fis-23771","Sardinella gibbosa"
"5118","Fis-23772","Sardinella hualiensis"
"5119","Fis-23774","Sardinella maderensis"
"5120","Fis-23775","Sardinella melanura"
"5121","Fis-23776","Sardinella rouxi"
"5122","Fis-23777","Sardinella sindensis"
"5123","Fis-23779","Sardinella zunasi"
"5124","Fis-23792","Saurida undosquamis"
"5125","Fis-23796","Sciaenops ocellatus"
"5126","Fis-23798","Scomberoides lysan"
"5127","Fis-23799","Scomberoides tala"
"5128","Fis-23800","Scomberoides tol"
"5129","Fis-23801","Selar boops"
"5130","Fis-23802","Selene brevoortii"
"5131","Fis-23805","Selene vomer"
"5132","Fis-23806","Seriola dumerili"
"5133","Fis-23807","Seriola fasciata"
"5134","Fis-23808","Seriola zonata"
"5135","Fis-23809","Seriolina nigrofasciata"
"5136","Fis-23810","Serranus cabrilla"
"5137","Fis-23811","Serranus scriba"
"5138","Fis-23814","Sparisoma chrysopterum"
"5139","Fis-23815","Sparisoma rubripinne"
"5140","Fis-23816","Sparisoma viride"
"5141","Fis-23817","Sphoeroides maculatus"
"5142","Fis-23818","Sphoeroides nephelus"
"5143","Fis-23819","Sphoeroides spengleri"
"5144","Fis-23820","Sphoeroides testudineus"
"5145","Fis-23821","Sphyraena barracuda"
"5146","Fis-23823","Sphyraena sphyraena"
"5147","Fis-23824","Spicara smaris"
"5148","Fis-23825","Spinachia spinachia"
"5149","Fis-23826","Spondyliosoma cantharus"
"5150","Fis-23827","Spratelloides delicatulus"
"5151","Fis-23830","Sprattus antipodum"
"5152","Fis-23831","Sprattus fuegensis"
"5153","Fis-23832","Sprattus muelleri"
"5154","Fis-23833","Sprattus novaehollandiae"
"5155","Fis-23835","Stellifer lanceolatus"
"5156","Fis-23836","Stellifer microps"
"5157","Fis-23837","Stellifer rastrifer"
"5158","Fis-23838","Stephanolepis setifer"
"5159","Fis-23839","Stomias boa boa"
"5160","Fis-23841","Strongylura leiura"
"5161","Fis-23842","Strongylura strongylura"
"5162","Fis-23844","Symbolophorus veranyi"
"5163","Fis-23845","Symphodus cinereus"
"5164","Fis-23846","Symphodus roissali"
"5165","Fis-23847","Symphodus tinca"
"5166","Fis-23848","Symphurus diomedeanus"
"5167","Fis-23849","Symphurus plagiusa"
"5168","Fis-23850","Synchiropus phaeton"
"5169","Fis-23851","Synodus saurus"
"5170","Fis-23853","Taurulus bubalis"
"5171","Fis-23854","Tenualosa ilisha"
"5172","Fis-23855","Tenualosa macrura"
"5173","Fis-23856","Tenualosa reevesii"
"5174","Fis-23858","Tenualosa toli"
"5175","Fis-23861","Trachinotus baillonii"
"5176","Fis-23862","Trachinotus blochii"
"5177","Fis-23863","Trachinotus botla"
"5178","Fis-23864","Trachinotus falcatus"
"5179","Fis-23865","Trachinotus ovatus"
"5180","Fis-23866","Trachinotus rhodopus"
"5181","Fis-23867","Trachinotus stilbe"
"5182","Fis-23868","Trachipterus trachypterus"
"5183","Fis-23869","Trachurus longimanus"
"5184","Fis-23870","Trachurus mediterraneus"
"5185","Fis-23871","Trachurus novaezelandiae"
"5186","Fis-23872","Trachurus picturatus"
"5187","Fis-23873","Trachurus trachurus"
"5188","Fis-23875","Trisopterus esmarkii"
"5189","Fis-23876","Trisopterus luscus"
"5190","Fis-23877","Tylosurus acus melanotus"
"5191","Fis-23878","Umbrina broussonnetii"
"5192","Fis-23879","Umbrina cirrosa"
"5193","Fis-23881","Uraspis helvola"
"5194","Fis-23882","Uraspis secunda"
"5195","Fis-23883","Uraspis uraspis"
"5196","Fis-23884","Urophycis cirrata"
"5197","Fis-23885","Urophycis earllii"
"5198","Fis-23886","Urophycis floridana"
"5199","Fis-23887","Urophycis regia"
"5200","Fis-23888","Vinciguerria attenuata"
"5201","Fis-23889","Vinciguerria poweriae"
"5202","Fis-23890","Wattsia mossambica"
"5203","Fis-23892","Zeugopterus punctatus"
"5204","Fis-23893","Zu cristatus"
"5205","Fis-23894","Lethrinus mahsena"
"5206","Fis-23895","Ahlia egmontis"
"5207","Fis-23897","Allosmerus elongatus"
"5208","Fis-23898","Alopias superciliosus"
"5209","Fis-23899","Alopias vulpinus"
"5210","Fis-23903","Anarchias similis"
"5211","Fis-23904","Anoplogaster cornuta"
"5212","Fis-23905","Antimora rostrata"
"5213","Fis-23911","Apterichtus ansp"
"5214","Fis-23912","Apterichtus kendalli"
"5215","Fis-23914","Argentina silus"
"5216","Fis-23915","Ariosoma anale"
"5217","Fis-23917","Auchenoceros punctatus"
"5218","Fis-23924","Balistoides conspicillum"
"5219","Fis-23927","Bascanichthys bascanium"
"5220","Fis-23929","Benthalbella dentata"
"5221","Fis-23938","Callechelys guineensis"
"5222","Fis-23939","Callechelys springeri"
"5223","Fis-23950","Ceratoscopelus townsendi"
"5224","Fis-23954","Chelon labrosus"
"5227","Fis-23995","Dasyatis pastinaca"
"5229","Fis-24003","Diogenichthys laternatus"
"5230","Fis-24005","Echidna catenata"
"5231","Fis-24006","Echiophis intertinctus"
"5232","Fis-24007","Echiophis punctifer"
"5233","Fis-24012","Epigonus constanciae"
"5234","Fis-24013","Epigonus telescopus"
"5235","Fis-24017","Eptatretus deani"
"5236","Fis-24018","Eptatretus stoutii"
"5237","Fis-24028","Gadella imberbis"
"5238","Fis-24029","Gadella maraldi"
"5239","Fis-24039","Ginglymostoma cirratum"
"5240","Fis-24042","Gymnothorax mordax"
"5241","Fis-24043","Gymnothorax nigromarginatus"
"5242","Fis-24044","Gymnura altavela"
"5243","Fis-24045","Gymnura marmorata"
"5244","Fis-24046","Gymnura micrura"
"5245","Fis-24054","Huso huso"
"5246","Fis-24068","Hydrolagus colliei"
"5247","Fis-24071","Ichthyapus ophioneus"
"5248","Fis-24077","Kaupichthys hyoproroides"
"5249","Fis-24078","Kyphosus sectatrix"
"5250","Fis-24086","Lepidion ensiferus"
"5251","Fis-24087","Lepidion eques"
"5252","Fis-24088","Lepidion lepidion"
"5253","Fis-24089","Leptocharias smithii"
"5255","Fis-24125","Mobula hypostoma"
"5256","Fis-24127","Mobula thurstoni"
"5257","Fis-24128","Moringua edwardsi"
"5258","Fis-24132","Mustelus canis"
"5259","Fis-24133","Mustelus henlei"
"5260","Fis-24136","Myrichthys breviceps"
"5261","Fis-24137","Myrichthys maculosus"
"5262","Fis-24138","Myrichthys ocellatus"
"5263","Fis-24140","Narcine brasiliensis"
"5264","Fis-24151","Nomeus gronovii"
"5265","Fis-24153","Notorynchus cepedianus"
"5266","Fis-24154","Notoscopelus resplendens"
"5267","Fis-24225","Ophichthus cruentifer"
"5268","Fis-24226","Ophichthus puncticeps"
"5269","Fis-24227","Ophichthus triserialis"
"5270","Fis-24228","Ophichthus zophochir"
"5271","Fis-24259","Paraconger caudilimbatus"
"5272","Fis-24260","Parasudis truculenta"
"5273","Fis-24267","Phrynorhombus norvegicus"
"5274","Fis-24278","Platyrhinoidis triseriata"
"5275","Fis-24300","Protomyctophum crockeri"
"5276","Fis-24302","Pseudophycis bachus"
"5277","Fis-24303","Pseudophycis breviuscula"
"5278","Fis-24308","Bathyraja aleutica"
"5279","Fis-24310","Bathyraja interrupta"
"5280","Fis-24311","Bathyraja parmifera"
"5283","Fis-24315","Bathyraja trachura"
"5285","Fis-24323","Rhinoptera bonasus"
"5286","Fis-24332","Salvelinus malma"
"5287","Fis-24353","Spirinchus starksi"
"5288","Fis-24354","Spirinchus thaleichthys"
"5289","Fis-24355","Stenobrachius leucopsarus"
"5290","Fis-24362","Synodus foetens"
"5291","Fis-24363","Synodus intermedius"
"5292","Fis-24364","Synodus lucioceps"
"5293","Fis-24365","Synodus synodus"
"5294","Fis-24371","Tarletonbeania crenularis"
"5295","Fis-24372","Thalassoma pavo"
"5297","Fis-24377","Torpedo torpedo"
"5298","Fis-24386","Triphoturus mexicanus"
"5299","Fis-24394","Zapteryx exasperata"
"5300","Fis-24397","Acanthemblemaria aspera"
"5301","Fis-24398","Acanthogobius flavimanus"
"5302","Fis-24399","Acantholumpenus mackayi"
"5303","Fis-24400","Achirus lineatus"
"5304","Fis-24401","Acyrtops beryllinus"
"5305","Fis-24403","Agonopsis sterletus"
"5306","Fis-24404","Agonopsis vulsa"
"5307","Fis-24406","Leptagonus decagonus"
"5308","Fis-24407","Alectrias alectrolophus"
"5309","Fis-24409","Aluterus monoceros"
"5310","Fis-24410","Aluterus scriptus"
"5311","Fis-24412","Amblycirrhitus pinos"
"5312","Fis-24417","Amphistichus koelzi"
"5313","Fis-24418","Amphistichus rhodoterus"
"5314","Fis-24419","Ancylopsetta dilecta"
"5315","Fis-24420","Anisotremus davidsonii"
"5316","Fis-24421","Anoplagonus inermis"
"5317","Fis-24422","Antennarius multiocellatus"
"5318","Fis-24424","Apeltes quadracus"
"5319","Fis-24427","Apogon aurolineatus"
"5320","Fis-24428","Apogon binotatus"
"5321","Fis-24429","Apogon guadalupensis"
"5322","Fis-24430","Apogon maculatus"
"5323","Fis-24431","Apogon townsendi"
"5324","Fis-24432","Lycodes cortezianus"
"5325","Fis-24433","Aptocyclus ventricosus"
"5326","Fis-24435","Ariomma melanum"
"5327","Fis-24436","Artediellus uncinatus"
"5328","Fis-24437","Artedius corallinus"
"5329","Fis-24438","Ruscarius creaseri"
"5330","Fis-24439","Artedius harringtoni"
"5331","Fis-24440","Artedius lateralis"
"5332","Fis-24441","Aspidophoroides monopterygius"
"5333","Fis-24442","Assurger anzac"
"5334","Fis-24443","Astrapogon alutus"
"5335","Fis-24444","Astrapogon puncticulatus"
"5336","Fis-24445","Astrapogon stellatus"
"5337","Fis-24447","Astroscopus y-graecum"
"5338","Fis-24448","Atelomycterus marmoratus"
"5339","Fis-24449","Atherinomorus stipes"
"5340","Fis-24450","Atherinops affinis"
"5341","Fis-24451","Atractoscion nobilis"
"5342","Fis-24453","Bagre panamensis"
"5343","Fis-24455","Barbulifer ceuthoecus"
"5344","Fis-24456","Bathyagonus alascanus"
"5345","Fis-24457","Bathyagonus infraspinatus"
"5346","Fis-24458","Bathyagonus pentacanthus"
"5347","Fis-24459","Bathygobius curacao"
"5348","Fis-24460","Bathygobius soporator"
"5349","Fis-24461","Bellator brachychir"
"5350","Fis-24462","Bellator egretta"
"5351","Fis-24463","Bellator militaris"
"5352","Fis-24464","Bellator xenisma"
"5353","Fis-24465","Bembrops gobioides"
"5354","Fis-24466","Benthodesmus elongatus"
"5355","Fis-24467","Blepsias cirrhosus"
"5356","Fis-24468","Bothragonus swanii"
"5357","Fis-24469","Bothrocara pusillum"
"5358","Fis-24470","Bothus ocellatus"
"5359","Fis-24471","Brosmophycis marginata"
"5360","Fis-24472","Bryozoichthys lysimus"
"5361","Fis-24473","Calamus brachysomus"
"5362","Fis-24476","Diplogrammus pauciradiatus"
"5363","Fis-24477","Cantherhines macrocerus"
"5364","Fis-24478","Canthidermis maculata"
"5365","Fis-24479","Canthidermis sufflamen"
"5366","Fis-24480","Canthigaster rostrata"
"5367","Fis-24481","Carapus bermudensis"
"5368","Fis-24482","Caulolatilus princeps"
"5369","Fis-24483","Cebidichthys violaceus"
"5370","Fis-24486","Centropristis ocyurus"
"5371","Fis-24487","Centropristis philadelphica"
"5372","Fis-24489","Chaetodipterus zonatus"
"5373","Fis-24491","Chasmodes bosquianus"
"5374","Fis-24492","Cheilotrema saturnum"
"5375","Fis-24493","Chilara taylori"
"5376","Fis-24494","Chilomycterus antennatus"
"5377","Fis-24495","Chirolophis decoratus"
"5378","Fis-24496","Chirolophis nugator"
"5379","Fis-24497","Chirolophis tarsodes"
"5380","Fis-24498","Chitonotus pugetensis"
"5381","Fis-24499","Chromis cyanea"
"5382","Fis-24500","Chromis insolata"
"5383","Fis-24501","Chromis punctipinnis"
"5384","Fis-24506","Citharichthys cornutus"
"5385","Fis-24507","Citharichthys sordidus"
"5386","Fis-24509","Clepticus parrae"
"5387","Fis-24510","Clevelandia ios"
"5388","Fis-24511","Clinocottus acuticeps"
"5389","Fis-24512","Clinocottus analis"
"5390","Fis-24513","Clinocottus embryum"
"5391","Fis-24514","Clinocottus globiceps"
"5392","Fis-24518","Cookeolus japonicus"
"5393","Fis-24520","Coryphopterus personatus"
"5394","Fis-24521","Cosmocampus albirostris"
"5395","Fis-24522","Cosmocampus brachycephalus"
"5396","Fis-24523","Cosmocampus profundus"
"5397","Fis-24533","Cyclopsetta fimbriata"
"5398","Fis-24537","Decodon puellaris"
"5399","Fis-24539","Desmodema polystictum"
"5400","Fis-24540","Diplectrum bivittatum"
"5402","Fis-24542","Dormitator latifrons"
"5403","Fis-24543","Dormitator maculatus"
"5404","Fis-24544","Eleotris pisonis"
"5405","Fis-24545","Embassichthys bathybius"
"5407","Fis-24552","Enophrys bison"
"5408","Fis-24553","Enophrys diceraus"
"5409","Fis-24554","Enophrys lucasi"
"5410","Fis-24555","Eopsetta jordani"
"5411","Fis-24556","Dermatolepis inermis"
"5412","Fis-24557","Neoepinnula orientalis"
"5413","Fis-24559","Equetus lanceolatus"
"5414","Fis-24560","Equetus punctatus"
"5415","Fis-24562","Erilepis zonifer"
"5416","Fis-24563","Erotelis smaragdus"
"5417","Fis-24604","Etropus microstomus"
"5418","Fis-24605","Eucinostomus gracilis"
"5419","Fis-24607","Ulaema lefroyi"
"5420","Fis-24609","Eumecichthys fiski"
"5421","Fis-24610","Eumesogrammus praecisus"
"5422","Fis-24611","Eumicrotremus orbis"
"5423","Fis-24612","Eumicrotremus spinosus"
"5424","Fis-24613","Evorthodus lyricus"
"5425","Fis-24618","Fundulus heteroclitus"
"5426","Fis-24622","Fundulus majalis"
"5427","Fis-24627","Fundulus similis"
"5428","Fis-24631","Gibbonsia elegans"
"5429","Fis-24632","Platygillellus rubrocinctus"
"5430","Fis-24633","Girella nigricans"
"5431","Fis-24636","Gobiesox maeandricus"
"5432","Fis-24637","Gobiesox punctulatus"
"5433","Fis-24640","Gobionellus oceanicus"
"5434","Fis-24648","Gonioplectrus hispanus"
"5435","Fis-24650","Gymnachirus texae"
"5436","Fis-24651","Gymnelus viridis"
"5437","Fis-24652","Gymnocanthus galeatus"
"5438","Fis-24653","Gymnocanthus tricuspis"
"5439","Fis-24654","Halichoeres bathyphilus"
"5440","Fis-24655","Halichoeres bivittatus"
"5441","Fis-24656","Halichoeres caudalis"
"5442","Fis-24657","Halichoeres cyanocephalus"
"5443","Fis-24658","Halichoeres garnoti"
"5444","Fis-24659","Halichoeres maculipinna"
"5445","Fis-24660","Halichoeres pictus"
"5446","Fis-24661","Halichoeres poeyi"
"5447","Fis-24662","Halichoeres semicinctus"
"5448","Fis-24663","Halieutichthys aculeatus"
"5449","Fis-24665","Hemanthias leptus"
"5450","Fis-24666","Hemanthias peruanus"
"5451","Fis-24668","Hemilepidotus hemilepidotus"
"5452","Fis-24671","Hemitripterus bolini"
"5453","Fis-24672","Hexagrammos decagrammus"
"5454","Fis-24673","Hexagrammos lagocephalus"
"5455","Fis-24674","Hexagrammos octogrammus"
"5456","Fis-24675","Hippoglossoides platessoides"
"5457","Fis-24676","Histrio histrio"
"5458","Fis-24677","Holacanthus ciliaris"
"5459","Fis-24678","Holacanthus tricolor"
"5460","Fis-24681","Neoniphon marianus"
"5461","Fis-24683","Sargocentron vexillarium"
"5462","Fis-24684","Hyperoglyphe bythites"
"5463","Fis-24685","Hyperoglyphe perciformis"
"5464","Fis-24686","Hyperprosopon ellipticum"
"5465","Fis-24687","Hypleurochilus aequipinnis"
"5466","Fis-24688","Hypleurochilus geminatus"
"5467","Fis-24689","Hypoatherina harringtonensis"
"5468","Fis-24690","Hypoplectrus unicolor"
"5469","Fis-24691","Hyporhamphus rosae"
"5470","Fis-24693","Hypsagonus quadricornis"
"5471","Fis-24694","Hypsoblennius gentilis"
"5472","Fis-24695","Hypsoblennius gilberti"
"5473","Fis-24698","Hypsoblennius jenkinsi"
"5474","Fis-24699","Hypsopsetta guttulata"
"5475","Fis-24700","Hypsurus caryi"
"5476","Fis-24701","Hypsypops rubicundus"
"5477","Fis-24702","Icelus bicornis"
"5478","Fis-24703","Icelinus quadriseriatus"
"5479","Fis-24713","Ilypnus gilberti"
"5480","Fis-24715","Isopsetta isolepis"
"5481","Fis-24716","Kathetostoma albigutta"
"5482","Fis-24717","Kyphosus analogus"
"5483","Fis-24723","Labrisomus nuchipinnis"
"5484","Fis-24724","Lactophrys bicaudalis"
"5485","Fis-24727","Lagodon rhomboides"
"5486","Fis-24728","Lepidogobius lepidus"
"5487","Fis-24738","Leuresthes tenuis"
"5488","Fis-24740","Liopropoma eukrines"
"5489","Fis-24741","Liopsetta glacialis"
"5490","Fis-24742","Pleuronectes putnami"
"5491","Fis-24743","Liparis atlanticus"
"5492","Fis-24744","Liparis callyodon"
"5493","Fis-24745","Liparis florae"
"5494","Fis-24746","Liparis rutteri"
"5495","Fis-24748","Lophogobius cyprinoides"
"5496","Fis-24749","Lucania parva"
"5497","Fis-24750","Lumpenella longirostris"
"5498","Fis-24751","Lumpenus fabricii"
"5499","Fis-24753","Anisarchus medius"
"5500","Fis-24756","Lycodes polaris"
"5501","Fis-24758","Cryptacanthodes aleutensis"
"5502","Fis-24759","Lyopsetta exilis"
"5503","Fis-24760","Lythrypnus dalli"
"5504","Fis-24761","Lythrypnus zebra"
"5505","Fis-24762","Macroramphosus gracilis"
"5506","Fis-24763","Malacanthus plumieri"
"5507","Fis-24764","Malacoctenus macropus"
"5508","Fis-24765","Eucryphycus californicus"
"5509","Fis-24766","Medialuna californiensis"
"5510","Fis-24767","Megalocottus platycephalus"
"5511","Fis-24768","Hemilepidotus papilio"
"5512","Fis-24769","Membras martinica"
"5513","Fis-24770","Menidia beryllina"
"5514","Fis-24772","Menticirrhus undulatus"
"5515","Fis-24773","Microcottus sellaris"
"5516","Fis-24774","Microdesmus longipinnis"
"5517","Fis-24776","Micrognathus crinitus"
"5518","Fis-24778","Anarchopterus tectus"
"5519","Fis-24779","Microgobius gulosus"
"5520","Fis-24780","Microgobius thalassinus"
"5521","Fis-24781","Micrometrus aurora"
"5522","Fis-24782","Micrometrus minimus"
"5523","Fis-24786","Microstomus pacificus"
"5524","Fis-24788","Monacanthus ciliatus"
"5525","Fis-24789","Stephanolepis hispidus"
"5526","Fis-24802","Mulloidichthys dentatus"
"5527","Fis-24803","Mycteroperca jordani"
"5528","Fis-24804","Myoxocephalus aenaeus"
"5529","Fis-24805","Myoxocephalus jaok"
"5530","Fis-24806","Myoxocephalus niger"
"5531","Fis-24807","Myoxocephalus octodecemspinosus"
"5532","Fis-24808","Myoxocephalus polyacanthocephalus"
"5533","Fis-24809","Myoxocephalus quadricornis"
"5534","Fis-24810","Myoxocephalus scorpioides"
"5535","Fis-24812","Nautichthys oculofasciatus"
"5536","Fis-24813","Nautichthys pribilovius"
"5537","Fis-24814","Nes longus"
"5538","Fis-24816","Nezumia sclerorhynchus"
"5539","Fis-24821","Occella dodecaedron"
"5540","Fis-24823","Ogcocephalus nasutus"
"5541","Fis-24824","Ogcocephalus radiatus"
"5542","Fis-24825","Oligocottus rimensis"
"5543","Fis-24826","Oligocottus rubellio"
"5544","Fis-24829","Ophidion grayi"
"5545","Fis-24831","Ophidion marginatum"
"5546","Fis-24832","Ophidion scrippsae"
"5547","Fis-24835","Opistognathus aurifrons"
"5548","Fis-24837","Opistognathus maxillosus"
"5549","Fis-24838","Opistognathus whitehursti"
"5550","Fis-24839","Opsanus beta"
"5551","Fis-24840","Opsanus pardus"
"5552","Fis-24841","Opsanus tau"
"5553","Fis-24842","Ostichthys trachypoma"
"5554","Fis-24844","Oxyjulis californica"
"5555","Fis-24846","Pallasina barbata"
"5556","Fis-24847","Parablennius marmoreus"
"5557","Fis-24849","Paraclinus fasciatus"
"5558","Fis-24850","Paraclinus grandicomis"
"5559","Fis-24851","Paraclinus integripinnis"
"5560","Fis-24852","Paraclinus marmoratus"
"5561","Fis-24853","Paraclinus nigripinnis"
"5562","Fis-24854","Parahollardia lineata"
"5563","Fis-24855","Paralabrax clathratus"
"5564","Fis-24856","Paralabrax maculatofasciatus"
"5565","Fis-24857","Paralabrax nebulifer"
"5566","Fis-24858","Paralichthys californicus"
"5567","Fis-24860","Parophidion schmidti"
"5568","Fis-24886","Petrotyx sanguineus"
"5569","Fis-24887","Phaeoptyx conklini"
"5570","Fis-24888","Phaeoptyx pigmentaria"
"5571","Fis-24889","Phaeoptyx xenus"
"5572","Fis-24890","Phanerodon atripes"
"5573","Fis-24891","Rhodymenichthys dolichogaster"
"5574","Fis-24892","Pholis fasciata"
"5575","Fis-24893","Pholis gunnellus"
"5576","Fis-24894","Pholis laeta"
"5577","Fis-24895","Pholis ornata"
"5578","Fis-24896","Phtheirichthys lineatus"
"5579","Fis-24897","Phytichthys chirus"
"5580","Fis-24898","Bathyanthias mexicanus"
"5581","Fis-24899","Platichthys stellatus"
"5582","Fis-24900","Plectrypops retrospinis"
"5583","Fis-24901","Pleurogrammus monopterygius"
"5584","Fis-24906","Polydactylus approximans"
"5585","Fis-24907","Polydactylus opercularis"
"5586","Fis-24910","Stegastes diencaeus"
"5587","Fis-24911","Stegastes fuscus"
"5588","Fis-24912","Stegastes leucostictus"
"5589","Fis-24913","Stegastes partitus"
"5590","Fis-24914","Stegastes planifrons"
"5591","Fis-24915","Stegastes variabilis"
"5592","Fis-24917","Pontinus nematophthalmus"
"5593","Fis-24918","Pristigenys alta"
"5594","Fis-24919","Pristigenys serrula"
"5595","Fis-24920","Pseudogramma gregoryi"
"5596","Fis-24921","Pseudupeneus grandisquamis"
"5597","Fis-24922","Pteraclis aesticola"
"5598","Fis-24923","Pungitius pungitius"
"5599","Fis-24925","Quietula y-cauda"
"5600","Fis-24926","Priolepis hipoliti"
"5601","Fis-24927","Rachycentron canadum"
"5602","Fis-24929","Remora australis"
"5603","Fis-24930","Remora brachyptera"
"5604","Fis-24931","Remora osteochir"
"5605","Fis-24933","Rhacochilus vacca"
"5606","Fis-24934","Rimicola eigenmanni"
"5607","Fis-24935","Rimicola muscarum"
"5608","Fis-24936","Risor ruber"
"5609","Fis-24937","Roncador stearnsii"
"5610","Fis-24938","Ronquilus jordani"
"5611","Fis-24939","Rypticus bistrispinus"
"5612","Fis-24940","Sarritor frenatus"
"5613","Fis-24941","Sarritor leptorhynchus"
"5614","Fis-24942","Scartella cristata"
"5615","Fis-24943","Schultzea beta"
"5616","Fis-24946","Scorpaenodes xyris"
"5617","Fis-24947","Sebastes aleutianus"
"5618","Fis-24948","Sebastes atrovirens"
"5619","Fis-24949","Sebastes aurora"
"5620","Fis-24950","Sebastes babcocki"
"5621","Fis-24951","Sebastes brevispinis"
"5622","Fis-24952","Sebastes carnatus"
"5623","Fis-24953","Sebastes chlorostictus"
"5624","Fis-24954","Sebastes chrysomelas"
"5625","Fis-24955","Sebastes ciliatus"
"5626","Fis-24956","Sebastes constellatus"
"5627","Fis-24957","Sebastes crameri"
"5628","Fis-24959","Sebastes diploproa"
"5629","Fis-24960","Sebastes emphaeus"
"5630","Fis-24961","Sebastes eos"
"5631","Fis-24962","Sebastes gilli"
"5632","Fis-24963","Sebastes goodei"
"5633","Fis-24964","Sebastes hopkinsi"
"5634","Fis-24965","Sebastes jordani"
"5635","Fis-24966","Sebastes levis"
"5636","Fis-24967","Sebastes macdonaldi"
"5637","Fis-24968","Sebastes maliger"
"5638","Fis-24969","Sebastes melanostomus"
"5639","Fis-24970","Sebastes miniatus"
"5640","Fis-24971","Sebastes mystinus"
"5641","Fis-24972","Sebastes ovalis"
"5642","Fis-24974","Sebastes pinniger"
"5643","Fis-24975","Sebastes polyspinis"
"5644","Fis-24976","Sebastes proriger"
"5645","Fis-24977","Sebastes rastrelliger"
"5646","Fis-24978","Sebastes reedi"
"5647","Fis-24979","Sebastes ruberrimus"
"5648","Fis-24980","Sebastes rubrivinctus"
"5649","Fis-24981","Sebastes rufus"
"5650","Fis-24982","Sebastes saxicola"
"5651","Fis-24983","Sebastes semicinctus"
"5652","Fis-24984","Sebastes serranoides"
"5653","Fis-24985","Sebastes serriceps"
"5654","Fis-24986","Sebastes umbrosus"
"5655","Fis-24987","Sebastes wilsoni"
"5656","Fis-24988","Sebastes zacentrus"
"5657","Fis-24990","Semicossyphus pulcher"
"5658","Fis-24991","Serranus annularis"
"5659","Fis-24992","Serranus atrobranchus"
"5660","Fis-24993","Serranus baldwini"
"5661","Fis-24994","Serranus subligarius"
"5662","Fis-24995","Serranus tabacarius"
"5663","Fis-24996","Serranus tigrinus"
"5664","Fis-24997","Sparisoma atomarium"
"5665","Fis-24998","Sparisoma radians"
"5666","Fis-24999","Sphoeroides annulatus"
"5667","Fis-25000","Sphoeroides lobatus"
"5668","Fis-25001","Sphoeroides pachygaster"
"5669","Fis-25002","Starksia ocellata"
"5670","Fis-25003","Stathmonotus stahli"
"5671","Fis-25004","Stellerina xyosterna"
"5672","Fis-25008","Strongylura exilis"
"5673","Fis-25010","Syacium papillosum"
"5674","Fis-25011","Symphurus atricaudus"
"5675","Fis-25012","Symphurus nebulosus"
"5676","Fis-25013","Symphurus piger"
"5677","Fis-25014","Symphurus pusillus"
"5678","Fis-25016","Synagrops bellus"
"5679","Fis-25017","Cosmocampus arctus"
"5680","Fis-25018","Syngnathus auliscus"
"5681","Fis-25019","Bryx dunckeri"
"5682","Fis-25020","Cosmocampus elucens"
"5683","Fis-25022","Syngnathus floridae"
